,Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,rain_or_not,temperature(Celcius),humidity(%),windspeed(km/h),dateTime
458,2015-11-27,1900-01-01 08:55:52,chinese,male,thin,44,no,no_kids,big,white,formal,white,short_sleeve,blue,long,clothes,4,9,no,47,1,21,2.943422855,101.6642207,3,1,24.8,93.66666666666669,4.5625,2015-11-27 08:55:52
459,2015-11-27,1900-01-01 08:55:52,chinese,female,moderate,38,no,no_kids,big,white,casual,brown,short_sleeve,blue_jeans,short,clothes,4,7,no,13,4,16,2.946432526,101.6573729,1,1,24.8,93.70833333333331,4.5625,2015-11-27 08:55:52
460,2015-11-27,1900-01-01 09:15:51,chinese,male,thin,33,no,no_kids,big,white,formal,red,short_sleeve,red,long,clothes,6,8,no,28,5,15,2.915570021,101.6774707,1,1,24.8,93.66666666666669,4.5625,2015-11-27 09:15:51
461,2015-11-27,1900-01-01 09:15:51,indian,male,thin,36,no,no_kids,big,red,casual,red,short_sleeve,green,short,clothes,5,10,no,32,4,15,2.95251175,101.7022091,1,1,24.77083333333333,93.66666666666669,3.7416666666666663,2015-11-27 09:15:51
462,2015-11-27,1900-01-01 09:15:51,indian,male,thin,53,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,10,no,49,1,13,2.970634815,101.705179,1,1,24.570833333333336,93.66666666666669,3.7416666666666663,2015-11-27 09:15:51
463,2015-11-27,1900-01-01 10:22:32,malay,female,moderate,47,no,no_kids,big,white,casual,white,short_sleeve,blue_jeans,long,clothes,6,10,no,47,3,14,2.913029714,101.6475996,1,1,24.85833333333333,93.70833333333331,3.7416666666666663,2015-11-27 10:22:32
464,2015-11-27,1900-01-01 11:35:02,indian,female,thin,34,no,no_kids,big,white,casual,black,short_sleeve,yellow,long,clothes,6,10,no,50,4,7,2.909655047,101.6511542,3,1,24.8,93.66666666666669,4.5625,2015-11-27 11:35:02
465,2015-11-27,1900-01-01 11:35:02,foreigner,female,moderate,54,no,no_kids,big,white,casual,yellow,long sleeve,blue,long,blankets,4,9,no,46,1,21,2.944969531,101.7279421,2,1,24.44583333333333,93.54166666666669,3.7416666666666663,2015-11-27 11:35:02
466,2015-11-27,1900-01-01 12:25:06,chinese,male,moderate,52,no,no_kids,big,yellow,traditional,purple,long sleeve,black,long,blankets,4,8,yes,39,1,15,2.965667656,101.6759392,1,1,24.5,93.66666666666669,3.7416666666666663,2015-11-27 12:25:06
467,2015-11-27,1900-01-01 12:37:20,indian,male,moderate,52,no,no_kids,small,yellow,formal,red,short_sleeve,purple,long,clothes,5,9,no,16,1,18,2.942215914,101.7244905,2,1,24.44583333333333,93.54166666666669,3.7416666666666663,2015-11-27 12:37:20
468,2015-11-27,1900-01-01 12:48:06,malay,male,thin,38,yes,toddler,big,blue,casual,red,short_sleeve,brown,long,clothes,4,7,no,35,5,8,2.924973407,101.6991525,3,1,24.745833333333334,93.625,3.7416666666666663,2015-11-27 12:48:06
469,2015-11-27,1900-01-01 13:25:50,chinese,female,fat,53,no,no_kids,big,red,casual,yellow,long sleeve,purple,long,clothes,3,9,no,57,4,11,2.915321729,101.6850164,3,1,24.7,93.625,3.7416666666666663,2015-11-27 13:25:50
470,2015-11-27,1900-01-01 13:28:59,indian,female,thin,30,no,no_kids,big,blue,formal,blue,short_sleeve,purple,short,clothes,5,9,no,41,3,19,2.915251066,101.6833416,3,1,24.745833333333334,93.625,3.7416666666666663,2015-11-27 13:28:59
471,2015-11-27,1900-01-01 14:33:44,indian,male,moderate,49,no,no_kids,small,blue,formal,green,short_sleeve,black,long,clothes,5,8,no,60,4,18,2.930901253,101.6798813,1,1,24.7,93.625,3.7416666666666663,2015-11-27 14:33:44
472,2015-11-27,1900-01-01 14:48:42,indian,male,moderate,41,no,no_kids,big,white,casual,blue,short_sleeve,black,long,blankets,4,10,no,58,0,19,2.920192033,101.6446123,2,1,24.808333333333337,93.70833333333331,3.7416666666666663,2015-11-27 14:48:42
473,2015-11-27,1900-01-01 14:48:42,indian,male,moderate,55,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,6,7,no,45,4,16,2.922427018,101.6568982,3,1,24.745833333333334,93.625,4.5625,2015-11-27 14:48:42
474,2015-11-27,1900-01-01 14:48:42,indian,female,fat,32,no,no_kids,big,blue,casual,brown,long sleeve,black,long,blankets,3,7,no,22,0,9,2.954506308,101.713547,2,1,24.67083333333333,93.66666666666669,3.7416666666666663,2015-11-27 14:48:42
475,2015-11-27,1900-01-01 15:25:31,chinese,male,moderate,35,no,no_kids,big,white,casual,yellow,short_sleeve,black,short,clothes,3,9,no,28,1,11,2.944027507,101.639307,1,1,25.008333333333336,93.70833333333331,4.5625,2015-11-27 15:25:31
476,2015-11-27,1900-01-01 15:25:31,foreigner,male,moderate,37,no,no_kids,big,blue,casual,green,short_sleeve,black,long,blankets,6,8,yes,38,0,7,2.942753016,101.6378715,3,1,25.058333333333334,93.70833333333331,4.5625,2015-11-27 15:25:31
477,2015-11-27,1900-01-01 15:25:31,chinese,male,thin,49,no,no_kids,big,white,casual,blue,short_sleeve,black,long,clothes,3,8,yes,52,0,12,2.90441652,101.6703089,3,1,24.8,93.70833333333331,4.5625,2015-11-27 15:25:31
478,2015-11-27,1900-01-01 16:58:42,chinese,male,thin,53,no,no_kids,big,white,casual,yellow,short_sleeve,black,long,clothes,6,8,no,29,0,10,2.919970494,101.6990313,2,1,24.745833333333334,93.625,4.5625,2015-11-27 16:58:42
479,2015-11-27,1900-01-01 16:58:42,chinese,male,thin,53,no,no_kids,big,orange,casual,white,short_sleeve,blue_jeans,long,blankets,6,8,yes,15,3,20,2.968100009,101.7138884,1,1,24.6,93.66666666666669,3.7416666666666663,2015-11-27 16:58:42
480,2015-11-27,1900-01-01 17:03:52,chinese,male,thin,43,no,no_kids,big,red,formal,black,short_sleeve,grey,short,clothes,5,9,no,23,3,21,2.956819041,101.7413042,2,1,24.77083333333333,93.66666666666669,3.7416666666666663,2015-11-27 17:03:52
481,2015-11-27,1900-01-01 17:25:34,malay,male,moderate,32,no,no_kids,big,red,casual,white,short_sleeve,blue_jeans,long,blankets,3,7,no,45,4,14,2.947497383,101.6970239,3,1,24.6,93.625,3.7416666666666663,2015-11-27 17:25:34
482,2015-11-27,1900-01-01 17:30:51,chinese,male,thin,28,no,no_kids,big,red,casual,black,short_sleeve,yellow,short,blankets,6,9,yes,49,3,18,2.945243513,101.7312075,3,1,24.399999999999995,93.54166666666669,3.7416666666666663,2015-11-27 17:30:51
483,2015-11-27,1900-01-01 17:30:51,indian,female,moderate,42,no,no_kids,big,white,casual,white,short_sleeve,black,long,blankets,3,7,no,20,4,10,2.93029128,101.7228455,1,1,24.34583333333333,93.54166666666669,3.7416666666666663,2015-11-27 17:30:51
484,2015-11-27,1900-01-01 17:30:51,indian,female,moderate,49,no,no_kids,big,black,casual,black,short_sleeve,green,short,blankets,3,7,no,12,5,8,2.948768008,101.6646102,2,1,24.7,93.625,3.7416666666666663,2015-11-27 17:30:51
485,2015-11-27,1900-01-01 17:59:15,malay,female,thin,29,no,no_kids,big,purple,traditional,black,long sleeve,black,long,blankets,3,10,no,46,1,7,2.90410284,101.6533787,2,1,24.8,93.66666666666669,4.5625,2015-11-27 17:59:15
486,2015-11-27,1900-01-01 18:05:15,indian,male,thin,47,no,no_kids,big,white,casual,white,short_sleeve,grey,short,clothes,5,10,no,19,1,11,2.952106648,101.6972564,1,1,24.8,93.66666666666669,4.5625,2015-11-27 18:05:15
487,2015-11-27,1900-01-01 18:05:15,chinese,female,moderate,28,no,no_kids,big,blue,casual,white,long sleeve,black,long,blankets,3,7,no,26,0,9,2.922352132,101.6800044,1,1,24.8,93.70833333333331,4.5625,2015-11-27 18:05:15
488,2015-11-27,1900-01-01 18:40:46,chinese,male,thin,49,no,no_kids,big,white,formal,white,short_sleeve,black,long,clothes,4,10,no,13,4,20,2.949389954,101.6435494,3,1,25.058333333333334,93.70833333333331,4.5625,2015-11-27 18:40:46
489,2015-11-27,1900-01-01 18:40:46,chinese,female,moderate,36,no,no_kids,big,black,casual,black,short_sleeve,grey,long,clothes,6,7,no,51,2,21,2.933381522,101.6779067,2,1,24.64583333333333,93.625,3.7416666666666663,2015-11-27 18:40:46
490,2015-11-27,1900-01-01 18:52:40,chinese,male,moderate,39,no,no_kids,big,blue,casual,white,short_sleeve,blue,long,blankets,3,9,yes,43,1,9,2.941098041,101.6904005,1,1,24.8,93.70833333333331,4.5625,2015-11-27 18:52:40
491,2015-11-27,1900-01-01 19:20:57,indian,female,thin,38,no,no_kids,big,brown,casual,black,short_sleeve,grey,long,clothes,6,9,no,48,3,14,2.92886632,101.7189768,1,1,24.245833333333334,93.54166666666669,3.7416666666666663,2015-11-27 19:20:57
492,2015-11-27,1900-01-01 19:20:57,chinese,male,moderate,49,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,4,8,no,33,3,9,2.907847781,101.6326862,2,1,25.10833333333333,93.70833333333331,4.5625,2015-11-27 19:20:57
493,2015-11-27,1900-01-01 20:08:45,foreigner,female,moderate,35,no,no_kids,big,red,casual,red,long sleeve,black,long,clothes,4,7,no,19,4,20,2.932540757,101.7348729,1,1,24.34583333333333,93.54166666666669,3.7416666666666663,2015-11-27 20:08:45
494,2015-11-27,1900-01-01 20:08:45,foreigner,female,fat,32,no,no_kids,big,purple,casual,purple,long sleeve,red,long,clothes,3,10,no,44,0,13,2.922560196,101.6489157,1,1,24.95833333333333,93.70833333333331,4.5625,2015-11-27 20:08:45
495,2015-11-27,1900-01-01 20:29:06,indian,female,thin,47,no,no_kids,big,pink,casual,yellow,short_sleeve,black,long,clothes,4,9,no,28,5,13,2.968069646,101.6484308,1,1,24.7625,94.25,3.7416666666666663,2015-11-27 20:29:06
496,2015-11-27,1900-01-01 20:30:58,indian,female,fat,51,no,no_kids,big,pink,casual,white,short_sleeve,black,long,clothes,5,8,no,29,0,12,2.929363904,101.7149757,2,1,24.5,93.58333333333331,3.7416666666666663,2015-11-27 20:30:58
497,2015-11-27,1900-01-01 20:42:26,chinese,female,thin,46,no,no_kids,big,black,casual,white,short_sleeve,blue_jeans,long,clothes,6,9,no,57,5,16,2.921395925,101.6557435,2,1,24.8,93.66666666666669,4.5625,2015-11-27 20:42:26
498,2015-11-27,1900-01-01 20:44:46,foreigner,female,thin,41,yes,young,big,purple,formal,white,short_sleeve,blue_jeans,long,clothes,3,10,no,18,0,13,2.930960535,101.7218996,1,1,24.2,93.54166666666669,3.7416666666666663,2015-11-27 20:44:46
499,2015-11-27,1900-01-01 21:03:10,chinese,female,moderate,43,yes,young,big,red,casual,black,short_sleeve,black,long,clothes,5,7,yes,48,4,16,2.966864827,101.6321823,2,1,25.02083333333333,94.29166666666669,4.5625,2015-11-27 21:03:10
500,2015-11-27,1900-01-01 21:10:54,foreigner,male,thin,36,yes,young,small,white,traditional,blue,long sleeve,blue,long,clothes,3,8,no,11,5,18,2.914694009,101.7422189,3,1,24.5,93.58333333333331,3.7416666666666663,2015-11-27 21:10:54
501,2015-11-27,1900-01-01 21:15:59,chinese,female,fat,51,yes,toddler,big,pink,casual,red,short_sleeve,black,long,blankets,5,10,yes,12,3,20,2.944608638,101.6939007,2,1,24.745833333333334,93.625,3.7416666666666663,2015-11-27 21:15:59
502,2015-11-27,1900-01-01 21:15:59,malay,female,fat,29,yes,young,big,pink,casual,grey,long sleeve,pink,long,clothes,6,9,yes,24,3,13,2.960049334,101.6331899,3,1,25.02083333333333,94.29166666666669,4.5625,2015-11-27 21:15:59
503,2015-11-27,1900-01-01 21:15:59,chinese,male,moderate,44,no,no_kids,big,red,casual,yellow,short_sleeve,blue_jeans,long,clothes,6,8,no,51,0,13,2.904113181,101.7432741,1,1,24.84583333333333,93.70833333333331,4.5625,2015-11-27 21:15:59
504,2015-11-27,1900-01-01 21:15:59,chinese,male,fat,31,no,no_kids,big,red,casual,blue,short_sleeve,black,long,clothes,3,8,yes,32,2,11,2.961100409,101.7171551,1,1,24.6,93.66666666666669,3.7416666666666663,2015-11-27 21:15:59
505,2015-11-27,1900-01-01 21:27:10,indian,female,fat,52,yes,young,big,pink,casual,white,short_sleeve,black,long,blankets,4,10,no,43,4,16,2.914036004,101.685024,2,1,24.7,93.625,3.7416666666666663,2015-11-27 21:27:10
506,2015-11-27,1900-01-01 21:27:10,indian,female,moderate,32,yes,toddler,big,pink,casual,black,short_sleeve,white,long,clothes,3,10,no,31,4,18,2.968705113,101.7392521,3,1,24.67083333333333,93.66666666666669,3.7416666666666663,2015-11-27 21:27:10
507,2015-11-27,1900-01-01 21:27:10,indian,female,moderate,32,no,no_kids,big,white,casual,white,short_sleeve,blue_jeans,long,clothes,3,8,yes,48,2,15,2.90379219,101.7177614,1,1,24.8,93.70833333333331,4.5625,2015-11-27 21:27:10
508,2015-11-27,1900-01-01 21:27:10,malay,female,fat,49,yes,young,big,pink,casual,red,long sleeve,black,long,blankets,3,7,no,49,5,21,2.903581699,101.7452686,2,1,24.8,93.70833333333331,4.5625,2015-11-27 21:27:10
509,2015-11-27,1900-01-01 21:46:58,malay,female,fat,28,yes,toddler,small,red,traditional,white,long sleeve,white,long,blankets,6,7,yes,14,5,14,2.932310486,101.743989,3,1,24.5,93.58333333333331,3.7416666666666663,2015-11-27 21:46:58
510,2015-11-27,1900-01-01 21:46:58,malay,female,moderate,48,yes,young,big,black,casual,black,long sleeve,grey,long,blankets,5,8,no,12,5,15,2.928867728,101.6632593,2,1,24.64583333333333,93.625,3.7416666666666663,2015-11-27 21:46:58
511,2015-11-27,1900-01-01 22:01:50,chinese,male,fat,35,no,no_kids,big,white,casual,black,short_sleeve,blue_jeans,long,blankets,3,7,no,60,1,19,2.925268679,101.7151731,2,1,24.54583333333333,93.58333333333331,3.7416666666666663,2015-11-27 22:01:50
512,2015-11-27,1900-01-01 22:32:42,chinese,male,moderate,38,no,no_kids,big,black,casual,yellow,short_sleeve,blue_jeans,long,clothes,5,8,no,20,0,18,2.917111664,101.7310001,3,1,24.44583333333333,93.58333333333331,3.7416666666666663,2015-11-27 22:32:42
513,2015-11-27,1900-01-01 22:32:42,chinese,male,fat,49,no,no_kids,big,red,casual,blue,short_sleeve,black,long,clothes,3,9,yes,45,3,11,2.944453456,101.7435609,1,1,24.6,93.625,3.7416666666666663,2015-11-27 22:32:42
514,2015-11-27,1900-01-01 22:32:42,indian,female,moderate,34,yes,young,big,pink,casual,white,short_sleeve,black,long,blankets,3,10,no,27,3,8,2.972187808,101.6504432,1,1,24.6,93.66666666666669,3.7416666666666663,2015-11-27 22:32:42
515,2015-11-27,1900-01-01 22:32:42,indian,female,moderate,44,yes,toddler,big,pink,casual,yellow,short_sleeve,purple,long,clothes,3,7,no,20,4,7,2.969998307,101.6339914,1,1,24.92083333333333,94.29166666666669,4.5625,2015-11-27 22:32:42
516,2015-11-27,1900-01-01 22:44:34,chinese,male,moderate,52,no,no_kids,big,yellow,casual,green,short_sleeve,black,long,clothes,4,8,no,29,2,14,2.905094343,101.7404702,1,1,24.7,93.625,3.7416666666666663,2015-11-27 22:44:34
517,2015-11-27,1900-01-01 22:49:09,chinese,male,thin,50,no,no_kids,big,white,formal,white,short_sleeve,pink,long,clothes,6,9,no,34,0,19,2.970460976,101.6459418,1,1,24.92083333333333,94.29166666666669,3.7416666666666663,2015-11-27 22:49:09
518,2015-11-27,1900-01-01 22:49:09,chinese,female,moderate,38,no,no_kids,big,white,casual,purple,short_sleeve,blue_jeans,short,clothes,4,10,no,49,1,12,2.934090509,101.6870992,1,1,24.745833333333334,93.625,4.5625,2015-11-27 22:49:09
519,2015-11-27,1900-01-01 22:49:09,chinese,male,thin,44,no,no_kids,big,red,casual,red,short_sleeve,red,long,clothes,6,8,no,32,2,14,2.963318428,101.7029792,2,1,24.6,93.66666666666669,3.7416666666666663,2015-11-27 22:49:09
520,2015-11-27,1900-01-01 22:49:09,indian,male,thin,52,no,no_kids,big,red,casual,red,short_sleeve,pink,short,clothes,5,7,no,26,2,21,2.95732304,101.6860318,3,1,24.6,93.66666666666669,3.7416666666666663,2015-11-27 22:49:09
521,2015-11-27,1900-01-01 22:49:09,chinese,male,thin,50,no,no_kids,big,grey,casual,white,short_sleeve,red,short,clothes,6,10,no,41,2,13,2.94849919,101.7157344,1,1,24.54583333333333,93.58333333333331,3.7416666666666663,2015-11-27 22:49:09
522,2015-11-27,1900-01-01 22:58:50,foreigner,female,fat,51,no,no_kids,small,yellow,casual,black,short_sleeve,black,long,blankets,5,9,no,57,5,10,2.954757069,101.6286753,2,1,25.02083333333333,94.29166666666669,4.5625,2015-11-27 22:58:50
523,2015-11-27,1900-01-01 22:58:50,indian,female,moderate,52,no,no_kids,big,blue,casual,white,short_sleeve,white,long,clothes,5,7,no,24,2,11,2.910133541,101.6716219,1,1,24.8,93.70833333333331,4.5625,2015-11-27 22:58:50
524,2015-11-27,1900-01-01 23:17:24,foreigner,male,moderate,32,no,no_kids,big,blue,casual,red,short_sleeve,black,short,clothes,3,9,no,55,0,20,2.907425896,101.6739155,2,1,24.8,93.70833333333331,4.5625,2015-11-27 23:17:24
525,2015-11-27,1900-01-01 23:17:24,chinese,male,thin,29,no,no_kids,small,purple,casual,grey,short_sleeve,brown,short,blankets,5,9,yes,37,2,10,2.930393947,101.7376661,2,1,24.34583333333333,93.54166666666669,3.7416666666666663,2015-11-27 23:17:24
526,2015-11-27,1900-01-01 23:23:43,indian,male,moderate,29,no,no_kids,big,purple,casual,pink,short_sleeve,black,short,blankets,5,9,no,31,2,11,2.942809672,101.7122863,1,1,24.6,93.625,3.7416666666666663,2015-11-27 23:23:43
527,2015-11-27,1900-01-01 23:23:43,foreigner,female,moderate,47,yes,young,big,blue,casual,black,short_sleeve,black,long,clothes,5,8,no,52,3,21,2.96520119,101.6809331,3,1,24.6,93.66666666666669,3.7416666666666663,2015-11-27 23:23:43
528,2015-11-27,1900-01-01 23:48:28,indian,male,fat,40,yes,toddler,big,blue,formal,black,short_sleeve,black,long,clothes,6,7,no,48,4,21,2.903282637,101.6623277,2,1,24.745833333333334,93.625,3.7416666666666663,2015-11-27 23:48:28
529,2015-11-27,1900-01-01 23:50:39,chinese,female,thin,39,yes,young,big,black,casual,green,short_sleeve,pink,short,clothes,3,7,no,45,3,8,2.960092352,101.7354836,2,1,24.7,93.66666666666669,3.7416666666666663,2015-11-27 23:50:39
530,2015-11-27,1900-01-01 23:50:39,indian,female,fat,44,yes,young,big,black,casual,black,short_sleeve,blue_jeans,long,clothes,6,7,no,30,5,21,2.927732002,101.6633547,1,1,24.6,93.625,3.7416666666666663,2015-11-27 23:50:39
531,2015-11-27,1900-01-01 23:50:39,chinese,male,thin,39,no,no_kids,big,white,casual,grey,short_sleeve,black,long,clothes,6,8,no,50,0,13,2.967810624,101.6701283,2,1,24.7,93.66666666666669,3.7416666666666663,2015-11-27 23:50:39
532,2015-11-27,1900-01-01 23:50:39,foreigner,female,moderate,28,no,no_kids,big,red,casual,orange,short_sleeve,purple,short,clothes,4,8,no,14,3,21,2.948767186,101.6617312,3,1,24.7,93.625,3.7416666666666663,2015-11-27 23:50:39
533,2015-11-27,1900-01-01 23:56:22,foreigner,female,thin,34,no,no_kids,big,red,casual,brown,short_sleeve,pink,long,clothes,5,10,no,24,5,21,2.9099944,101.6879469,3,1,24.8,93.66666666666669,4.5625,2015-11-27 23:56:22
534,2015-11-27,1900-01-01 23:56:22,indian,female,thin,37,no,no_kids,big,blue,casual,white,short_sleeve,black,long,clothes,6,10,no,24,4,13,2.967721557,101.7018784,2,1,24.6,93.66666666666669,3.7416666666666663,2015-11-27 23:56:22
535,2015-11-27,1900-01-01 23:56:22,chinese,male,thin,43,no,no_kids,big,green,casual,orange,short_sleeve,black,long,clothes,5,9,no,25,4,10,2.917751933,101.7094477,3,1,24.44583333333333,93.54166666666669,3.7416666666666663,2015-11-27 23:56:22
536,2015-11-28,1900-01-01 00:04:53,chinese,female,moderate,29,no,no_kids,big,pink,casual,red,short_sleeve,pink,long,blankets,3,7,no,32,4,11,2.956889006,101.6665313,2,1,25.633333333333336,88.45833333333333,4.570833333333334,2015-11-28 00:04:53
537,2015-11-28,1900-01-01 00:12:04,indian,female,moderate,30,no,no_kids,big,green,casual,red,short_sleeve,purple,short,clothes,3,9,no,44,1,10,2.942259727,101.7093912,2,1,25.59583333333333,87.75,4.570833333333334,2015-11-28 00:12:04
538,2015-11-28,1900-01-01 00:12:04,indian,female,moderate,46,no,no_kids,big,blue,formal,green,short_sleeve,black,long,clothes,4,9,no,37,1,19,2.914361418,101.7428715,2,1,25.541666666666668,87.75,4.570833333333334,2015-11-28 00:12:04
539,2015-11-28,1900-01-01 00:12:04,chinese,female,thin,39,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,6,7,no,58,4,19,2.93470856,101.7447183,1,1,25.441666666666663,87.75,4.570833333333334,2015-11-28 00:12:04
540,2015-11-28,1900-01-01 00:12:04,chinese,male,fat,55,no,no_kids,big,white,casual,brown,short_sleeve,white,short,clothes,4,9,no,31,3,9,2.916405284,101.6858747,2,1,25.695833333333336,87.75,4.570833333333334,2015-11-28 00:12:04
541,2015-11-28,1900-01-01 00:21:35,indian,female,fat,43,no,no_kids,big,yellow,casual,blue,short_sleeve,black,short,clothes,3,9,no,12,5,21,2.914746155,101.6296772,1,1,26.066666666666663,86.875,4.1125,2015-11-28 00:21:35
542,2015-11-28,1900-01-01 00:21:35,indian,female,thin,29,no,no_kids,big,white,casual,black,short_sleeve,brown,short,clothes,6,9,no,36,4,19,2.919783756,101.6763122,2,1,25.741666666666664,87.75,4.570833333333334,2015-11-28 00:21:35
543,2015-11-28,1900-01-01 00:26:07,chinese,male,thin,42,no,no_kids,big,purple,casual,red,short_sleeve,white,short,blankets,6,8,no,47,1,12,2.933301166,101.7336638,2,1,25.29583333333333,87.75,4.570833333333334,2015-11-28 00:26:07
544,2015-11-28,1900-01-01 00:47:29,chinese,male,thin,55,yes,toddler,small,yellow,casual,black,short_sleeve,black,long,clothes,4,9,no,51,5,21,2.94760833,101.6800209,3,1,25.64166666666667,87.75,4.570833333333334,2015-11-28 00:47:29
545,2015-11-28,1900-01-01 00:47:29,indian,male,thin,40,no,no_kids,big,blue,casual,pink,short_sleeve,grey,long,clothes,6,10,no,51,3,16,2.972251655,101.7013543,2,1,25.73333333333333,88.45833333333333,4.570833333333334,2015-11-28 00:47:29
546,2015-11-28,1900-01-01 00:47:29,malay,female,fat,36,no,no_kids,small,yellow,casual,purple,long sleeve,green,long,clothes,3,9,no,48,1,7,2.925714304,101.7105016,2,1,25.495833333333337,87.75,4.570833333333334,2015-11-28 00:47:29
547,2015-11-28,1900-01-01 00:53:14,indian,male,thin,37,yes,young,big,orange,formal,red,short_sleeve,grey,long,clothes,6,9,no,58,1,8,2.937817507,101.7330304,3,1,25.59583333333333,87.75,4.570833333333334,2015-11-28 00:53:14
548,2015-11-28,1900-01-01 00:53:14,indian,male,moderate,31,no,no_kids,big,white,casual,purple,short_sleeve,blue_jeans,long,blankets,6,8,yes,19,4,21,2.965852565,101.6720597,3,1,25.633333333333336,88.45833333333333,4.570833333333334,2015-11-28 00:53:14
549,2015-11-28,1900-01-01 00:53:14,chinese,female,thin,36,yes,baby,big,white,casual,red,short_sleeve,black,long,blankets,3,8,no,60,5,15,2.942478632,101.6600064,3,1,25.64166666666667,87.75,4.570833333333334,2015-11-28 00:53:14
550,2015-11-28,1900-01-01 01:07:40,malay,male,thin,48,no,no_kids,small,white,casual,black,short_sleeve,black,long,clothes,4,9,no,13,2,16,2.946975985,101.7462232,3,1,25.541666666666668,87.75,4.570833333333334,2015-11-28 01:07:40
551,2015-11-28,1900-01-01 01:07:40,chinese,male,moderate,35,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,3,10,no,39,0,10,2.96138144,101.6719481,3,1,25.587499999999995,88.45833333333333,4.570833333333334,2015-11-28 01:07:40
552,2015-11-28,1900-01-01 01:46:27,chinese,male,thin,41,no,no_kids,big,black,casual,purple,short_sleeve,black,long,blankets,4,7,yes,14,1,13,2.909816846,101.7431778,2,1,25.441666666666663,87.75,4.570833333333334,2015-11-28 01:46:27
553,2015-11-28,1900-01-01 01:46:27,indian,female,fat,53,no,no_kids,big,blue,formal,red,short_sleeve,white,long,clothes,5,10,no,49,2,8,2.930395202,101.6632823,1,1,25.64166666666667,87.75,4.570833333333334,2015-11-28 01:46:27
554,2015-11-28,1900-01-01 01:46:27,chinese,female,moderate,44,no,no_kids,big,black,casual,white,short_sleeve,red,short,clothes,6,10,no,32,5,15,2.925271717,101.6866045,1,1,25.741666666666664,87.75,4.570833333333334,2015-11-28 01:46:27
555,2015-11-28,1900-01-01 01:54:34,chinese,female,thin,46,no,no_kids,big,grey,casual,black,short_sleeve,white,short,clothes,5,9,yes,16,3,7,2.970066108,101.7455439,1,1,25.587499999999995,88.45833333333333,4.570833333333334,2015-11-28 01:54:34
556,2015-11-28,1900-01-01 01:54:34,chinese,male,fat,29,no,no_kids,small,white,casual,white,short_sleeve,white,long,clothes,3,7,no,41,3,16,2.923858206,101.6701752,1,1,25.741666666666664,87.75,4.1125,2015-11-28 01:54:34
557,2015-11-28,1900-01-01 03:15:41,foreigner,male,fat,42,no,no_kids,big,red,casual,red,short_sleeve,yellow,long,blankets,6,7,no,40,5,9,2.938944098,101.6294406,2,1,25.8,86.875,4.570833333333334,2015-11-28 03:15:41
558,2015-11-28,1900-01-01 04:34:53,chinese,male,moderate,39,no,no_kids,big,pink,casual,pink,short_sleeve,black,long,clothes,5,10,yes,53,0,7,2.915374472,101.739544,1,1,25.495833333333337,87.75,4.570833333333334,2015-11-28 04:34:53
559,2015-11-28,1900-01-01 04:36:53,chinese,female,moderate,37,no,no_kids,big,green,casual,red,short_sleeve,black,long,blankets,6,7,no,29,4,10,2.905204264,101.6404512,1,1,25.9,86.875,4.570833333333334,2015-11-28 04:36:53
560,2015-11-28,1900-01-01 04:36:53,indian,female,moderate,49,no,no_kids,big,green,casual,red,short_sleeve,red,short,clothes,3,9,no,31,0,14,2.932567874,101.7152646,3,1,25.541666666666668,87.75,4.570833333333334,2015-11-28 04:36:53
561,2015-11-28,1900-01-01 04:36:53,indian,female,moderate,43,no,no_kids,big,orange,formal,green,short_sleeve,black,long,clothes,4,10,no,54,2,19,2.921952289,101.6647757,2,1,25.64166666666667,87.75,4.570833333333334,2015-11-28 04:36:53
562,2015-11-28,1900-01-01 04:39:27,chinese,male,thin,42,no,no_kids,big,red,casual,black,long sleeve,blue_jeans,long,clothes,4,8,no,38,0,10,2.924511937,101.732014,1,1,25.29583333333333,87.75,4.570833333333334,2015-11-28 04:39:27
563,2015-11-28,1900-01-01 04:39:27,indian,male,thin,54,no,no_kids,big,white,casual,blue,short_sleeve,blue_jeans,long,blankets,5,7,no,30,0,7,2.918959965,101.695205,2,1,25.64166666666667,87.75,4.570833333333334,2015-11-28 04:39:27
564,2015-11-28,1900-01-01 05:18:18,indian,male,moderate,49,no,no_kids,big,green,casual,blue,short_sleeve,black,short,clothes,6,10,no,14,2,7,2.973086349,101.7149104,3,1,25.587499999999995,88.45833333333333,4.570833333333334,2015-11-28 05:18:18
565,2015-11-28,1900-01-01 05:40:34,chinese,female,thin,51,no,no_kids,big,pink,casual,white,long sleeve,blue_jeans,long,clothes,4,8,no,36,1,19,2.9266717,101.7193002,1,1,25.29583333333333,87.75,4.570833333333334,2015-11-28 05:40:34
